,134340_Pluto_by_Cojum_Dip,2025_by_Bohdi,27_Kids_by_GRMLN,50_Ways_to_Say_Goodbye_by_Train,6_Count_Swing_by_This_Way_To_The_Egress,99_Luftballons_by_Nena,Across_the_Drift_(Riftborn_Theme)_by_Arnaud_Roy,Adeline_by_Fever_Dolls,Allies_or_Enemies_by_The_Crane_Wives,All_Gone_by_Mother_Mother,All_the_King's_Men_by_The_Rigs,Always_by_Gender_Roles,Always_Right_by_Anne_Reburn,Always_Sayin'_by_The_Littlest_Man_Band,Animals_Crying_by_Statues_of_Cats,Animal_by_Sir_Chloe,An_Unhealthy_Obsession_by_The_Blake_Robinson_Synthetic_Orchestra,"Aphrodite,_Your_Electric_Sexiness_by_Human_Zoo",April_to_Death_by_Flower_Face,Arms_Tonite_by_Mother_Mother,A_Thousand_Years_by_Christina_Perri,A_Wistful_Waltz_by_Teddy_Hyde,Babylon_by_Dirt_Poor_Robins,Baby_Boy_by_Hot_Freaks,Bang!_by_AJR,Begin_Again_by_Adam_Melchor,Bernadette_by_Reina_del_Cid,Best_Tears_by_The_Happy_Fits,Better_People_to_Leave_on_Read_by_Emei,Big_Poppa_-_2005_Remaster_by_The_Notorious_B.I.G.,Big_Town_Banky_Blaine's_Rockabilly_BBQ_by_Bear_Ghost,Bird_Song_by_Florence_+_The_Machine,Blame_by_Andy_Leon,Bloodsuckers_by_Johnny_Hollow,Blue_Sky_by_Quail,Boats_&_Birds_by_Gregory_and_the_Hawk,Body_by_Mother_Mother,Breezeblocks_by_alt-J,Bummer_Days_by_Liza_Anne,Burning_Pile_by_Mother_Mother,Burn_It_Down_by_Tauese_Tofa,Bygones_by_Seeing_Double,Can't_Go_Back_by_The_Crane_Wives,Can_You_Keep_Up_by_Blue_Kid,Caroline_by_Crash_Adams,Casita_by_The_Astronomers,Cave_Song_by_Pretty_Vicious,Cellophane_by_Sara_Jackson-Holman,CEO_of_Watching_Television_by_Ellie_Dixon,Chicken_by_Your_Neighbors,City_of_Angels_by_Em_Beihold,Closer_to_You_by_Sammy_Rae_&_The_Friends,CoDA_by_Dead_Poet_Society,Coffee_Baby_by_Nataly_Dawn,Cold_Cold_Cold_by_Cage_The_Elephant,Colors_by_April_Smith_and_the_Great_Picture_Show,Combat_Baby_by_Metric,Comedy_by_Gen_Hoshino,Community_Gardens_by_The_Scary_Jokes,Conversations_by_Marney,Cooler_Than_Me_by_First_to_Eleven,Counting_Stars_by_OneRepublic,Crazy_by_Burn_The_Ballroom,Crazy_by_Gnarls_Barkley,Curses_by_The_Crane_Wives,"Danse_Macabre,_Op._40,_R.171_by_Camille_Saint-SaÃ«ns",Dead_Disco_by_Metric,Dear_God_-_Remastered_2001_by_XTC,Delirium_Tremendous_by_Felix_Hagan_&_the_Family,despair_by_leo.,Devil's_Playground_by_The_Rigs,Devils_Point_by_Wicked_Shallows,didya_think_by_Arlie,Dirty_Imbecile_by_The_Happy_Fits,Distracted_by_Emei,Dogs_by_Magic_Sugar_Coffee,Dog_Named_Dog_by_Louie_Zong,Doing_Really_Well_Thanks_by_Ellie_Bleach,Don't_Call_Me_When_You're_Lonely_by_Fox_Royale,Don't_Stop_by_Gin_Wigmore,Don't_Swerve_by_Annie_DiRusso,Down_in_Virginia_by_Grace_Victoria,Dream_of_Better_Things_by_AlicebanD,Dressed_In_Violets_by_hometown_&_young,Drugs_by_UPSAHL,Eat_You_by_Caravan_of_Thieves,Egg_by_Shoe,Eleanor_Rigby_by_Dirt_Poor_Robins,Evelyn_by_Kim_Tillman,Everyday_Is_Christmas_by_Sia,Experience_by_Ludovico_Einaudi,F.E.A.R._by_Joywave,Falling_Off_by_The_People's_Thieves,Farewell_Kabarista_by_Vagabond_Opera,Farewell_Wanderlust_by_The_Amazing_Devil,Fear_&_Delight_by_The_Correspondents,Feel_Better_by_Penelope_Scott,Femme_Fatale_by_Coyote_Kid,Ferryman_by_Shayfer_James,Fight_for_Me_by_AlicebanD,Fire_With_Fire_by_AlicebanD,Five_Minutes_by_The_Altogether,Flesh_&_Bone_by_Sammy_Rae_&_The_Friends,Follow_Me_Like_the_Moon_by_Sammy_Rae_&_The_Friends,Foothills_by_Spence_Hood,For_Elise_by_Saint_Motel,From_The_Gallows_by_I_DONT_KNOW_HOW_BUT_THEY_FOUND_ME,Funkle_Phil_by_Bear_Ghost,Game_by_Harrison_Fjord,Get_Used_to_It_by_Ricky_Montgomery,Gimme_Sympathy_by_Metric,Girls_and_Their_Bits_by_Shoe,Goat's_Milk_by_Ezra_Bell,Golden_by_Elysewood,Golden_Light_by_STRFKR,good_4_u_by_Olivia_Rodrigo,Good_Gone_Bad_by_Piper_Madison,Good_Life_by_Sammy_Rae_&_The_Friends,Great_Vacation_by_Dirt_Poor_Robins,Green_(Secret_Songbook_Sessions)_by_Ivory_Layne,Green_Grass_by_Ellie_Dixon,Grey_Morning_by_FOXTRAX,Groundhog_Day_by_Em_Beihold,Grow_Up_and_Blow_Away_by_Metric,Hayloft_by_Mother_Mother,Heart-Shaped_Hologram_by_Stephanie_Mabey,Henrietta_by_The_Fratellis,Here_is_a_Heart_by_Jenny_Owen_Youngs,Hey_Ho_by_Gin_Wigmore,Him_&_I_(with_Halsey)_by_G-Eazy,Hold_Onto_My_Fur_by_The_Kiffness,Holocaust_of_Giants_by_Rasputina,Home_by_AlicebanD,Honestly_by_Bantams,Honey_I'm_Home_by_Destroy_Boys,Hustle_Rose_by_Metric,I'll_Rust_With_You_by_Steam_Powered_Giraffe,I'm_Gonna_Win_by_Rob_Cantor,If_It_All_Goes_South_by_Sammy_Rae_&_The_Friends,Infrared_by_Em_Beihold,It's_No_Secret_by_Jukebox_The_Ghost,I_Can't_Decide_by_Scissor_Sisters,I_Do_by_Gin_Wigmore,I_Just_Wanna_Shine_by_Fitz_and_The_Tantrums
Dressed_In_Violets_by_hometown_&_young,0.8637479,0.8572867,0.8479981,0.7866792,0.8642516,0.8531972,0.78601795,0.85587776,0.8546833,0.8586021,0.8348714,0.8313924,0.85069275,0.76363593,0.7588182,0.8520572,0.85417324,0.8543285,0.85571784,0.8617234,0.7965282,0.85425824,0.8345932,0.85416305,0.85032636,0.8613404,0.8530482,0.85224015,0.8462555,0.83160436,0.85881996,0.8533318,0.8488296,0.85242414,0.762725,0.85518634,0.83487296,0.8551481,0.85077053,0.8205813,0.85583663,0.863181,0.79553235,0.85807776,0.8597348,0.85335296,0.8490942,0.85435176,0.8373383,0.8612571,0.8556674,0.8461981,0.85800433,0.85446143,0.77155757,0.84662366,0.86207116,0.8169455,0.8519781,0.85942054,0.8446765,0.80842805,0.86287224,0.8533378,0.8569266,0.79955196,0.85559326,0.8652802,0.84772396,0.8348288,0.8573434,0.8139123,0.85895526,0.8309328,0.8508142,0.8485214,0.8519553,0.80107015,0.86111593,0.83483595,0.8511706,0.8487868,0.84843373,1.0000024,0.8482426,0.8499133,0.8624625,0.8127631,0.84265757,0.85678643,0.77758884,0.8521667,0.81985015,0.78223526,0.7557971,0.8555373,0.81685024,0.85516334,0.853255,0.8552133,0.8502254,0.86213225,0.8145067,0.81803614,0.85717505,0.85646325,0.8498822,0.8540823,0.82123095,0.8551984,0.8620158,0.7843955,0.851664,0.7657459,0.7943665,0.8573723,0.8601043,0.85115504,0.77855295,0.85997415,0.8593481,0.85908604,0.8577838,0.8117496,0.85600936,0.85901666,0.86676157,0.8168437,0.82833916,0.7824469,0.83492935,0.85258865,0.8521497,0.85090023,0.8574573,0.74542606,0.82923406,0.85161686,0.83481574,0.86205447,0.84584105,0.8522054,0.8527787,0.85665524
Drugs_by_UPSAHL,0.849006,0.86794704,0.91061634,0.7843133,0.8501612,0.85057294,0.7867947,0.9068424,0.8888437,0.84146774,0.8931574,0.8188666,0.9122319,0.7598591,0.7556019,0.9165004,0.882307,0.89994156,0.84189916,0.85622156,0.792243,0.8470258,0.82272124,0.90703905,0.8980729,0.8475415,0.9006108,0.9153998,0.9090242,0.82500124,0.84196043,0.9036565,0.84179276,0.9155823,0.7616988,0.9033356,0.89315635,0.8418041,0.9146652,0.8126758,0.8438119,0.8642655,0.7929855,0.88751453,0.85542375,0.9154855,0.91234505,0.88798153,0.8340068,0.8709945,0.879187,0.8389813,0.8416256,0.888765,0.7669623,0.90774345,0.86809194,0.8100578,0.9080205,0.8643147,0.83225423,0.8071784,0.85066795,0.89370465,0.8432196,0.81482214,0.865524,0.8599883,0.87868357,0.8931278,0.8681467,0.8042455,0.86240834,0.81790835,0.91308117,0.9137359,0.9084512,0.79745734,0.8487253,0.8931329,0.89912134,0.91430074,0.90988237,0.8482426,1.0000138,0.83534896,0.8500787,0.8032703,0.82992446,0.875706,0.77786076,0.8977616,0.82037854,0.7836256,0.7718801,0.87782764,0.8124732,0.8414953,0.88734686,0.8880733,0.89500624,0.85577524,0.81109595,0.8098983,0.87748224,0.87625945,0.9107715,0.8840878,0.8125336,0.84529537,0.8578672,0.7794038,0.9076294,0.7664252,0.7864058,0.8808496,0.86027807,0.8376504,0.7819393,0.8738202,0.85653484,0.8855942,0.8927214,0.8011392,0.887781,0.8765911,0.8622882,0.80707085,0.8204886,0.7813448,0.89318216,0.8956483,0.87470007,0.9154169,0.8753507,0.74723226,0.8280971,0.9159569,0.8931321,0.8566946,0.90868133,0.90724444,0.84019053,0.84190404
Eat_You_by_Caravan_of_Thieves,0.85187304,0.8434527,0.8350685,0.79440755,0.85322595,0.8548345,0.79416084,0.84362566,0.84411675,0.849938,0.82673526,0.8373162,0.83776283,0.7704184,0.7655602,0.8410003,0.8408499,0.84235865,0.8580946,0.8492034,0.8006623,0.8517708,0.840172,0.843198,0.83761686,0.8490358,0.84130967,0.84080875,0.83395857,0.83644,0.8545439,0.8413454,0.85312676,0.83988565,0.7652194,0.8436214,0.8267281,0.8494797,0.83853084,0.82777095,0.8549638,0.85074365,0.80125505,0.8473923,0.8474658,0.83992976,0.83719,0.8433025,0.8411294,0.84945726,0.84557885,0.85032165,0.84695727,0.8436754,0.77961487,0.8330823,0.8521438,0.817426,0.8409662,0.8471311,0.84558177,0.8162352,0.85046226,0.8404241,0.8526894,0.8034429,0.8430244,0.8519654,0.836248,0.8266904,0.8457916,0.821312,0.846846,0.83850694,0.8399894,0.83672196,0.84114844,0.80760163,0.8507281,0.82670337,0.83788806,0.834365,0.8363394,0.8499133,0.83534896,0.9999971,0.8516188,0.8195591,0.8460341,0.84394366,0.786882,0.84029573,0.8285215,0.79010004,0.7621282,0.842722,0.824767,0.8525187,0.8424917,0.8448002,0.83785766,0.8508947,0.82029325,0.8240988,0.846201,0.8437049,0.8381693,0.84223115,0.82631505,0.85291266,0.8562206,0.790041,0.8398747,0.77131164,0.7988477,0.84632564,0.84711826,0.8565484,0.7860784,0.8486715,0.8512932,0.8486607,0.847008,0.81718755,0.8450885,0.84819275,0.8561002,0.82442254,0.8340701,0.7886921,0.82678854,0.83919585,0.8377219,0.8392758,0.84641474,0.75404567,0.83212817,0.839463,0.82667375,0.84916794,0.83520734,0.84006834,0.85045964,0.84717685
Egg_by_Shoe,0.8639235,0.86112964,0.84981996,0.7942552,0.86721265,0.8562906,0.79613423,0.8599699,0.8561692,0.8602592,0.84572136,0.8343002,0.8541908,0.7696638,0.76799804,0.854616,0.85590625,0.8568097,0.85953695,0.8617005,0.80269206,0.8610444,0.8411095,0.8566591,0.85453165,0.8621874,0.85634696,0.85459167,0.848095,0.836087,0.8616251,0.8567138,0.85261106,0.8547765,0.7710275,0.85778314,0.8457236,0.8565609,0.85327756,0.8262498,0.86062646,0.86631685,0.8032386,0.85848075,0.8618719,0.8575779,0.851623,0.85494936,0.84209234,0.86307925,0.8573042,0.85359544,0.8595669,0.8562846,0.7801903,0.8495687,0.8663506,0.82212794,0.8574534,0.8595503,0.8454985,0.8137504,0.8648669,0.8552562,0.8603316,0.81203246,0.8572068,0.8654768,0.8480121,0.8456811,0.85928863,0.8185393,0.86257595,0.8333684,0.85449916,0.8513112,0.857093,0.80643266,0.8669439,0.84568775,0.853107,0.8513427,0.85145944,0.8624625,0.8500787,0.8516188,0.99999094,0.81755483,0.84669375,0.8602567,0.7860218,0.8540221,0.826779,0.7886647,0.764385,0.85594165,0.82068545,0.86002237,0.85372245,0.8574768,0.8525309,0.86343443,0.8211069,0.82242835,0.8598188,0.8573136,0.85302895,0.8556876,0.82594454,0.8580743,0.86739445,0.7897502,0.85474026,0.77512896,0.80000067,0.86138797,0.8592498,0.85161716,0.7877135,0.86189234,0.86481893,0.8614034,0.8631979,0.81595737,0.8580586,0.8601647,0.87040055,0.8220669,0.8350822,0.7901616,0.84577715,0.8522445,0.8518913,0.85279155,0.85759956,0.7535741,0.8315253,0.8552192,0.8456687,0.86329836,0.84774464,0.8547546,0.8558827,0.86022496
Eleanor_Rigby_by_Dirt_Poor_Robins,0.81367433,0.80894315,0.8040052,0.8004811,0.8157639,0.8195579,0.7895089,0.8126579,0.80739886,0.81208396,0.8008209,0.82108486,0.80790955,0.7747226,0.7703015,0.80909026,0.80596584,0.8090805,0.8216255,0.8117595,0.8047044,0.82247376,0.8234111,0.8097701,0.80449855,0.8110767,0.809405,0.80884624,0.8027091,0.8181074,0.8166048,0.809415,0.8230325,0.80846775,0.76729256,0.81117284,0.80082196,0.8124133,0.8072924,0.8252275,0.81885445,0.81566846,0.80682987,0.81124055,0.8116743,0.80770737,0.8073961,0.8070675,0.8225615,0.8145078,0.8076153,0.8223953,0.8099153,0.8075496,0.7872608,0.8007072,0.818454,0.8153119,0.81010383,0.81076795,0.81996626,0.8167279,0.81387585,0.8082948,0.8153272,0.79524446,0.80717516,0.8169045,0.7986678,0.80077296,0.80867857,0.82262284,0.8111038,0.8121009,0.8089642,0.80561453,0.8103901,0.8124687,0.8150623,0.80078197,0.80503047,0.80397004,0.80407864,0.8127631,0.8032703,0.8195591,0.81755483,0.9999975,0.81655955,0.8084125,0.7916876,0.80588216,0.8248294,0.79297143,0.7665475,0.8063189,0.8164095,0.8157089,0.8071747,0.81027424,0.80146235,0.81231993,0.8203713,0.8253402,0.8110918,0.80838305,0.80552524,0.8081218,0.8238579,0.8162117,0.8217906,0.7958242,0.8074206,0.7726936,0.7998976,0.8104632,0.81068885,0.8174461,0.7912359,0.81456894,0.8174646,0.8144243,0.8149593,0.8205963,0.8110612,0.8105279,0.819734,0.8295657,0.8265051,0.7930899,0.80088437,0.8039598,0.80087984,0.80742,0.8113576,0.7618374,0.82111776,0.8064555,0.8007601,0.81304294,0.8023317,0.806871,0.8116751,0.81031036
Evelyn_by_Kim_Tillman,0.8434265,0.8392707,0.82975554,0.79276496,0.8456362,0.84620696,0.7926391,0.83854127,0.83777875,0.84336233,0.82203305,0.837503,0.8338603,0.768314,0.7650274,0.8351812,0.8352419,0.8366015,0.84937304,0.84351397,0.80008096,0.8490028,0.8401083,0.8357573,0.83261895,0.8429291,0.8352512,0.834972,0.8275419,0.8343651,0.8463488,0.8362366,0.8484968,0.83392453,0.7628757,0.838532,0.8220309,0.8419631,0.8328252,0.826302,0.84573114,0.8443426,0.7996958,0.83954114,0.8414101,0.83321905,0.831098,0.8361105,0.8403539,0.8430562,0.83747864,0.848749,0.8400052,0.83549523,0.7776678,0.8289893,0.8454724,0.8130219,0.83495766,0.84041256,0.8440974,0.8126452,0.8434984,0.83481866,0.84593195,0.80233467,0.837041,0.84765834,0.8278238,0.8219906,0.83825064,0.81911504,0.84028643,0.83510625,0.8334302,0.8319387,0.8356459,0.8051096,0.8437507,0.821995,0.8318863,0.8308598,0.83077097,0.84265757,0.82992446,0.8460341,0.84669375,0.81655955,1.0000037,0.8384215,0.7832,0.8345672,0.82411206,0.78540164,0.7583549,0.8351739,0.823513,0.84494,0.8352306,0.83837926,0.8318702,0.84250134,0.8197402,0.8222532,0.8389654,0.83807784,0.83093715,0.83466125,0.8256843,0.8451535,0.8499048,0.78789085,0.8337083,0.76883787,0.7987884,0.83978444,0.8400747,0.8466824,0.7834461,0.84236103,0.84510833,0.8415229,0.8416364,0.8170482,0.83866537,0.8413702,0.848358,0.8231505,0.835038,0.7877199,0.82209057,0.8332762,0.83095336,0.83290607,0.8395471,0.75167567,0.829932,0.8324819,0.8219734,0.84402597,0.8276391,0.8333805,0.8397465,0.8420536
Everyday_Is_Christmas_by_Sia,0.85926217,0.87787986,0.8724084,0.7860148,0.85905975,0.8551667,0.7870118,0.8841276,0.883672,0.85094994,0.85705453,0.82724184,0.8756024,0.7624887,0.7594426,0.877782,0.88180566,0.88256544,0.84921783,0.8673248,0.7967822,0.850637,0.8320282,0.8822132,0.880854,0.8568597,0.8812399,0.878231,0.8716163,0.8289945,0.85158986,0.8806226,0.8463054,0.8782093,0.7643524,0.8834404,0.8570572,0.84867036,0.87737435,0.81971246,0.85135335,0.8754991,0.7999926,0.88803273,0.8655832,0.8801927,0.8748013,0.8846365,0.83599675,0.8820388,0.8846272,0.8469446,0.8514245,0.8840805,0.77088577,0.8756521,0.8759346,0.8139615,0.8798189,0.8750242,0.84007263,0.8094875,0.8595614,0.8813059,0.8524392,0.80710083,0.8765479,0.869296,0.8789847,0.8570175,0.88210666,0.81049114,0.8712268,0.8244681,0.8772988,0.87684363,0.8787117,0.7993359,0.8560171,0.85702246,0.88029236,0.8759802,0.87299454,0.85678643,0.875706,0.84394366,0.8602567,0.8084125,0.8384215,1.0000122,0.77807045,0.8810155,0.8191978,0.7838728,0.75712234,0.88460004,0.8154932,0.85086316,0.88309187,0.8844366,0.8805736,0.8642924,0.8125392,0.8162199,0.8849515,0.8814332,0.8779233,0.8837936,0.8169604,0.85531914,0.8667505,0.78521216,0.88026375,0.76781255,0.7928848,0.8847768,0.8713805,0.84442675,0.783066,0.8870092,0.8606747,0.88872623,0.8859618,0.8082633,0.88464946,0.8788773,0.87146026,0.81434816,0.8270957,0.7823172,0.8571086,0.8806374,0.88094044,0.8773,0.8836402,0.745977,0.8356944,0.87945545,0.85700417,0.86665,0.8709026,0.8797511,0.8467287,0.851284
Experience_by_Ludovico_Einaudi,0.781753,0.782631,0.7785201,0.8027295,0.78292894,0.79486036,0.8119462,0.785408,0.78199136,0.7772176,0.8004614,0.7888779,0.78873134,0.7915971,0.7948669,0.7841129,0.7779359,0.7846485,0.7894307,0.7808717,0.8106406,0.800131,0.7885286,0.78302974,0.7777498,0.77636635,0.78651625,0.7839949,0.77763706,0.7857503,0.78392833,0.7859907,0.79363894,0.785193,0.78404355,0.7896836,0.8004629,0.7757624,0.7800561,0.79471976,0.7874173,0.7883482,0.8026273,0.7827076,0.77694976,0.78437376,0.7808499,0.7792033,0.7946256,0.7875782,0.7798173,0.79693806,0.77392995,0.7809719,0.8001413,0.770458,0.790936,0.79166055,0.7861352,0.7767352,0.786234,0.7948218,0.78657705,0.78036666,0.78028965,0.8104612,0.7721032,0.7886274,0.76539606,0.80041564,0.7788633,0.7963433,0.78070253,0.77846086,0.7837315,0.7796531,0.7893278,0.80697244,0.79061747,0.80042464,0.7759494,0.77851427,0.78224725,0.77758884,0.77786076,0.786882,0.7860218,0.7916876,0.7832,0.77807045,0.9999957,0.7808631,0.80116904,0.79691887,0.7943442,0.77444404,0.7804391,0.7851298,0.77812326,0.7855255,0.7757047,0.78102756,0.79900986,0.79040176,0.7806974,0.77757627,0.77682704,0.7787731,0.78918433,0.782172,0.7957792,0.79094315,0.780119,0.79160166,0.79240716,0.79019916,0.77659744,0.7850965,0.8018225,0.7825765,0.7927277,0.78577137,0.7951076,0.7856928,0.78103185,0.7839805,0.794104,0.8001412,0.7979809,0.7910478,0.8005214,0.7736872,0.77015907,0.78203166,0.7786297,0.78597444,0.7880525,0.7804694,0.8004041,0.7840648,0.7742264,0.7791582,0.78002965,0.7811226
F.E.A.R._by_Joywave,0.8521609,0.8743786,0.892687,0.7868677,0.8548595,0.85281616,0.7904583,0.90554905,0.89687,0.84726536,0.88149214,0.8243377,0.8969203,0.76318645,0.7613429,0.89906996,0.8855055,0.9043416,0.84576046,0.86159295,0.7973227,0.8513783,0.8277503,0.90441024,0.9021237,0.8530525,0.90249413,0.9008413,0.89209694,0.8270507,0.8470983,0.9029361,0.8449562,0.89966446,0.76454407,0.9054703,0.881496,0.8444106,0.89931154,0.81642956,0.84802806,0.87050104,0.7976753,0.8919499,0.86133814,0.90183806,0.89588666,0.89476424,0.83463293,0.87645376,0.8846826,0.84550136,0.8469976,0.8934435,0.7709235,0.89655614,0.8719963,0.81190395,0.90122145,0.86900365,0.8349682,0.8124711,0.85591954,0.89880896,0.84662247,0.816567,0.870294,0.86381423,0.8846171,0.8814583,0.876501,0.80911493,0.8683188,0.8203194,0.8994152,0.8984719,0.900746,0.7982322,0.85466814,0.8814627,0.9013264,0.89801913,0.89448756,0.8521667,0.8977616,0.84029573,0.8540221,0.80588216,0.8345672,0.8810155,0.7808631,1.0000111,0.81841356,0.7864814,0.76797336,0.88305897,0.8160072,0.8462988,0.89322764,0.89442396,0.8993762,0.86106306,0.8166996,0.8121886,0.8816999,0.8805221,0.8998142,0.89019895,0.8169088,0.85097575,0.861986,0.783227,0.9029989,0.7697476,0.79136056,0.88712704,0.865385,0.84128255,0.78653866,0.8807343,0.8612211,0.8918351,0.895867,0.8040401,0.89447093,0.87492555,0.8666177,0.8119873,0.8240986,0.7842212,0.88154155,0.900124,0.88047594,0.8988155,0.8801675,0.74830866,0.8324606,0.8999524,0.8814455,0.8615508,0.89206725,0.9015748,0.8452193,0.848843
Falling_Off_by_The_People's_Thieves,0.8241075,0.82372373,0.82213396,0.80564713,0.8260074,0.8305743,0.80758554,0.82337654,0.81995124,0.82032907,0.8375781,0.8254394,0.8277902,0.7795161,0.77911055,0.8262222,0.8190251,0.82141733,0.83040535,0.82222736,0.80986845,0.8345207,0.8271659,0.8232336,0.8165195,0.82074964,0.82392585,0.824789,0.8243194,0.826302,0.826058,0.823755,0.833379,0.82511127,0.7749948,0.8258583,0.8375802,0.8213907,0.8238481,0.82945335,0.82855123,0.8262882,0.8092886,0.8236064,0.81985795,0.825885,0.82384264,0.8182825,0.83203816,0.8285194,0.8213649,0.8325116,0.81651616,0.8200685,0.79205096,0.81498784,0.82843924,0.81948614,0.8242841,0.8218379,0.82689667,0.8206249,0.82471716,0.8191284,0.82279664,0.81407046,0.81647944,0.8277605,0.80907786,0.83753633,0.81936413,0.825609,0.82278717,0.8209543,0.8258353,0.8227625,0.8276824,0.81805277,0.8256813,0.8375434,0.8153409,0.8206909,0.8277301,0.81985015,0.82037854,0.8285215,0.826779,0.8248294,0.82411206,0.8191978,0.80116904,0.81841356,1.0000019,0.79870373,0.7765464,0.81677413,0.82043135,0.82584673,0.81807005,0.82495844,0.8153535,0.8215131,0.82956594,0.8279545,0.8226179,0.8199689,0.81920636,0.81655943,0.82687086,0.825568,0.8332431,0.7992104,0.82015043,0.7789303,0.806239,0.826397,0.8194507,0.8266605,0.7960592,0.8239896,0.83206725,0.82593936,0.8317149,0.82186806,0.8211674,0.8269875,0.8324256,0.83344567,0.8320328,0.79882544,0.8376352,0.81487745,0.81293666,0.8251433,0.82062143,0.76815367,0.8243123,0.8236347,0.83752364,0.8251425,0.82177025,0.8196653,0.8215933,0.8217242
Farewell_Kabarista_by_Vagabond_Opera,0.7850243,0.7854767,0.78948766,0.7972247,0.7868705,0.7942644,0.79578686,0.7919792,0.7859136,0.781907,0.79779035,0.788857,0.7940447,0.7797049,0.7765422,0.79069865,0.78374094,0.7896575,0.7935392,0.78541005,0.8046426,0.7969694,0.7914989,0.7903391,0.78339076,0.78189033,0.79101765,0.78933626,0.788174,0.7876679,0.7886984,0.79181623,0.79380035,0.7891718,0.7711316,0.79262936,0.79778904,0.78381306,0.7874945,0.79216653,0.7891266,0.79084146,0.7976392,0.7879702,0.78098327,0.78828114,0.7908086,0.7845608,0.79300374,0.7903,0.78735876,0.79567254,0.776957,0.7852148,0.78962517,0.778912,0.7931153,0.79036766,0.7916454,0.7849452,0.7887294,0.7942778,0.7867114,0.78587544,0.78562176,0.7951981,0.7791733,0.7894735,0.7730313,0.7977414,0.7838731,0.79567194,0.7865942,0.78326863,0.7899214,0.78468406,0.7938361,0.80283755,0.78968036,0.79774934,0.7832527,0.78357285,0.7916774,0.78223526,0.7836256,0.79010004,0.7886647,0.79297143,0.78540164,0.7838728,0.79691887,0.7864814,0.79870373,0.9999925,0.7758292,0.78276205,0.78183883,0.78654045,0.78408545,0.79123753,0.7813013,0.7855013,0.7943578,0.7910411,0.78543687,0.7838281,0.7851446,0.7838119,0.7911023,0.7875412,0.7956876,0.7878636,0.7873244,0.7761087,0.79402345,0.79139084,0.7823976,0.7874502,0.7993365,0.7891079,0.79327285,0.7921261,0.79700243,0.7863572,0.7871314,0.78809476,0.79558897,0.79746234,0.7956602,0.7900104,0.7978534,0.78223896,0.7742771,0.7894601,0.78657895,0.7709467,0.7893229,0.7856014,0.7977275,0.78801894,0.7873587,0.78634405,0.78157085,0.783433
Farewell_Wanderlust_by_The_Amazing_Devil,0.75981414,0.7609317,0.7791238,0.77579725,0.76042074,0.772354,0.7986531,0.7757626,0.76711476,0.75568795,0.79907274,0.7630809,0.7863254,0.77400225,0.78115964,0.77986676,0.7589662,0.7717823,0.76821566,0.7581588,0.7826704,0.7779029,0.76519734,0.7748085,0.76446193,0.7558622,0.7749661,0.77789026,0.78031886,0.76173306,0.7628009,0.7755294,0.7709076,0.78112197,0.7741116,0.77821356,0.7990683,0.75527364,0.77805346,0.7669956,0.76604795,0.7649445,0.7735655,0.7654767,0.75475633,0.77767056,0.78109175,0.76462454,0.7724248,0.7679378,0.76094925,0.77112657,0.7489277,0.764406,0.77284765,0.7639715,0.77010006,0.7673836,0.7764836,0.7559052,0.763045,0.77042866,0.76208746,0.7687495,0.75899947,0.79739404,0.7510907,0.7661896,0.74900246,0.7990243,0.7567727,0.76836956,0.76083267,0.7553247,0.7775379,0.77507097,0.7822854,0.7802289,0.76693755,0.7990324,0.76648706,0.77447927,0.7827425,0.7557971,0.7718801,0.7621282,0.764385,0.7665475,0.7583549,0.75712234,0.7943442,0.76797336,0.7765464,0.7758292,0.99999356,0.7550017,0.7543411,0.7616329,0.7636703,0.77152526,0.76198155,0.7598089,0.77278024,0.76503694,0.76063645,0.75960815,0.77059877,0.76243466,0.7657101,0.76010084,0.7743516,0.7626707,0.77054954,0.77823555,0.76885945,0.7668185,0.75406015,0.7631016,0.7808334,0.7608902,0.77191615,0.76742405,0.78094184,0.7594133,0.7681701,0.7639415,0.771772,0.77199984,0.77238196,0.76476896,0.7991334,0.76232606,0.74829525,0.7804118,0.75942266,0.7763783,0.761862,0.776079,0.7990077,0.7615485,0.7770179,0.77061576,0.7558392,0.7571845
